cpus=4
          stress-2707  [001]  9231.160330321:          sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9236.992162539: (+7985907) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.000164169: (+8001630) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.008182317: (+8018148) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.016183947: (+8001630) sched_switch:         stress:2709 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9237.024169447: (+7985500) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.032171299: (+8001852) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.040189447: (+8018148) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.048196743: (+8007296) sched_switch:         stress:2709 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9237.056193780: (+7997037) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.064179058: (+7985278) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.072196095: (+8017037) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.080261965: (+8065870) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.088184391: (+7922426) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.096201039: (+8016648) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.104205465: (+8004426) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.112189706: (+7984241) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.120207372: (+8017666) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.128217780: (+8010408) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.136198243: (+7980463) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.144216205: (+8017962) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.152218354: (+8002149) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.160200798: (+7982444) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.168214724: (+8013926) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.176216705: (+8001981) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.184206465: (+7989760) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.192224057: (+8017592) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.200228261: (+8004204) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.208211853: (+7983592) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.216231316: (+8019463) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.224235131: (+8003815) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.232217594: (+7982463) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.240260835: (+8043241) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.248239520: (+7978685) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.256223279: (+7983759) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.264240872: (+8017593) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.272242742: (+8001870) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9237.280228112: (+7985370) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9237.288244890: (+8016778) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9237.296245946: (+8001056) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
