cpus=4
          stress-3674  [002] 14905.259426102:          sched_wakeup:         sshd:778 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.442151971: (+11444) sched_switch:         stress:3676 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14905.442180934: (+28963) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14905.442183508: (+2574)  sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.442188990: (+5482)  sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:002
          stress-3679  [002] 14905.442199971: (+10981) sched_switch:         stress:3679 [120] D ==> stress:3673 [120]
          stress-3673  [002] 14905.442203305: (+3334)  sched_switch:         stress:3673 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14905.449182249: (+6978944) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14905.449209953: (+27704) sched_switch:         stress:3674 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14905.449239268: (+29315) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3677 [120]
          stress-3677  [002] 14905.457178082: (+7938814) sched_switch:         stress:3677 [120] R ==> stress:3680 [120]
          stress-3680  [002] 14905.465154860: (+7976778) sched_switch:         stress:3680 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.473176193: (+8021333) sched_switch:         stress:3674 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.475251212: (+2075019) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14905.475258323: (+7111)  sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.475308471: (+50148) sched_switch:         ngrok:555 [120] S ==> stress:3680 [120]
          stress-3680  [002] 14905.476349453: (+1040982) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3680  [002] 14905.476353582: (+4129)  sched_switch:         stress:3680 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.476382212: (+28630) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14905.476404119: (+21907) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14905.476426304: (+22185) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14905.476440971: (+14667) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14905.476468119: (+27148) sched_switch:         ngrok:555 [120] S ==> stress:3680 [120]
          stress-3680  [002] 14905.482199360: (+5731241) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:002
          stress-3680  [002] 14905.482202193: (+2833)  sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.482211823: (+9630)  sched_wakeup:         stress:3676 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14905.482274434: (+62611) sched_switch:         stress:3673 [120] D ==> stress:3676 [120]
          stress-3676  [002] 14905.482282582: (+8148)  sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.482285804: (+3222)  sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.482311823: (+26019) sched_switch:         stress:3676 [120] D ==> stress:3679 [120]
          stress-3679  [002] 14905.482340564: (+28741) sched_switch:         stress:3679 [120] D ==> stress:3673 [120]
          stress-3673  [002] 14905.482347212: (+6648)  sched_wakeup:         stress:3676 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14905.489155879: (+6808667) sched_switch:         stress:3673 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.489161879: (+6000)  sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.493156249: (+3994370) sched_switch:         stress:3676 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.501155804: (+7999555) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.505155749: (+3999945) sched_switch:         stress:3676 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.505166878: (+11129) sched_switch:         stress:3673 [120] D ==> stress:3679 [120]
          stress-3679  [002] 14905.505198397: (+31519) sched_switch:         stress:3679 [120] D ==> stress:3676 [120]
          stress-3676  [002] 14905.505203378: (+4981)  sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.509155860: (+3952482) sched_switch:         stress:3676 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.509162008: (+6148)  sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14905.513155601: (+3993593) sched_switch:         stress:3673 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.517155341: (+3999740) sched_switch:         stress:3679 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.521193971: (+4038630) sched_switch:         stress:3677 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.525160230: (+3966259) sched_switch:         stress:3673 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.525518508: (+358278) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.525524934: (+6426)  sched_switch:         stress:3676 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.525565934: (+41000) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14905.525597971: (+32037) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14905.525617952: (+19981) sched_switch:         ngrok:553 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14905.529160119: (+3542167) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.533161193: (+4001074) sched_switch:         stress:3676 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.537233804: (+4072611) sched_switch:         stress:3677 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.541225804: (+3992000) sched_switch:         stress:3674 [120] R ==> stress:3680 [120]
          stress-3680  [002] 14905.545174045: (+3948241) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3680  [002] 14905.545180545: (+6500)  sched_switch:         stress:3680 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14905.545205823: (+25278) sched_switch:         kworker/2:1:3243 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.545218471: (+12648) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14905.545222841: (+4370)  sched_switch:         stress:3673 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14905.545233008: (+10167) sched_switch:         kworker/2:1:3243 [120] D ==> stress:3673 [120]
          stress-3673  [002] 14905.545239101: (+6093)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14905.545244008: (+4907)  sched_switch:         stress:3673 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14905.545257286: (+13278) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3673 [120]
          stress-3673  [002] 14905.549158138: (+3900852) sched_switch:         stress:3673 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.553156008: (+3997870) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.557157526: (+4001518) sched_switch:         stress:3676 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.561172452: (+4014926) sched_switch:         stress:3677 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.565219637: (+4047185) sched_switch:         stress:3674 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.569159230: (+3939593) sched_switch:         stress:3673 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.573165434: (+4006204) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.574645545: (+1480111) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.574651878: (+6333)  sched_switch:         stress:3676 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.574698563: (+46685) sched_switch:         ngrok:555 [120] S ==> stress:3677 [120]
          stress-3677  [002] 14905.575749508: (+1050945) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14905.575757212: (+7704)  sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.575794823: (+37611) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14905.575820767: (+25944) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14905.575846526: (+25759) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14905.575861119: (+14593) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14905.575890230: (+29111) sched_switch:         ngrok:555 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14905.581238434: (+5348204) sched_switch:         stress:3674 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.585156249: (+3917815) sched_switch:         stress:3676 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.589168008: (+4011759) sched_switch:         stress:3677 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.593154878: (+3986870) sched_switch:         stress:3673 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.597155026: (+4000148) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.601153841: (+3998815) sched_switch:         stress:3676 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.605168211: (+4014370) sched_switch:         stress:3677 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.609168100: (+3999889) sched_switch:         stress:3674 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14905.613155026: (+3986926) sched_switch:         stress:3673 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.617154341: (+3999315) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.621154322: (+3999981) sched_switch:         stress:3676 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.624950211: (+3795889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3677  [002] 14905.624960711: (+10500) sched_switch:         stress:3677 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.625012822: (+52111) sched_switch:         ngrok:555 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14905.626057322: (+1044500) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14905.626064026: (+6704)  sched_switch:         stress:3674 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.626097859: (+33833) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14905.626127211: (+29352) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14905.626145971: (+18760) sched_switch:         ngrok:553 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14905.633165174: (+7019203) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.633201026: (+35852) sched_switch:         stress:3679 [120] D ==> stress:3676 [120]
          stress-3676  [002] 14905.633226378: (+25352) sched_switch:         stress:3676 [120] D ==> stress:3677 [120]
          stress-3677  [002] 14905.645164526: (+11938148) sched_switch:         stress:3677 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.649182748: (+4018222) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14905.649187285: (+4537)  sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.649197545: (+10260) sched_wakeup:         stress:3676 [120]<CANT FIND FIELD success> CPU:002
          stress-3679  [002] 14905.653164600: (+3967055) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3679  [002] 14905.653174045: (+9445)  sched_switch:         stress:3679 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14905.653202822: (+28777) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3676 [120]
          stress-3676  [002] 14905.661151545: (+7948723) sched_switch:         stress:3676 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.669151452: (+7999907) sched_switch:         stress:3679 [120] R ==> stress:3676 [120]
          stress-3676  [002] 14905.675175396: (+6023944) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3676  [002] 14905.675181137: (+5741)  sched_switch:         stress:3676 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.675224378: (+43241) sched_switch:         ngrok:555 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14905.676274396: (+1050018) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14905.676280415: (+6019)  sched_switch:         stress:3674 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.676314915: (+34500) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14905.676338211: (+23296) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14905.676361119: (+22908) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14905.676374415: (+13296) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14905.676403637: (+29222) sched_switch:         ngrok:555 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14905.681162896: (+4759259) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.689151563: (+7988667) sched_switch:         stress:3679 [120] R ==> stress:3677 [120]
          stress-3677  [002] 14905.697182693: (+8031130) sched_switch:         stress:3677 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.705163044: (+7980351) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14905.705179767: (+16723) sched_switch:         stress:3679 [120] D ==> stress:3677 [120]
          stress-3677  [002] 14905.717160841: (+11981074) sched_switch:         stress:3677 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14905.725459970: (+8299129) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14905.725467415: (+7445)  sched_switch:         stress:3674 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14905.725513118: (+45703) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14905.725548544: (+35426) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14905.725568711: (+20167) sched_switch:         ngrok:553 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14905.729202470: (+3633759) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
