cpus=4
          stress-3142  [001] 14544.346176071:          sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.909764716: (+7444)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14549.910361587: (+596871) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14549.910368865: (+7278)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14549.910419735: (+50870) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14549.910440513: (+20778) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14549.910444346: (+3833)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14549.910451457: (+7111)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14549.910470031: (+18574) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14549.910500013: (+29982) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14549.910516828: (+16815) sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14549.911924290: (+1407462) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.911933309: (+9019)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14549.911963050: (+29741) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14549.911968235: (+5185)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.911972161: (+3926)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14549.912029179: (+57018) sched_switch:         kworker/1:1H:91 [100] D ==> stress:3142 [120]
          stress-3142  [001] 14549.912049902: (+20723) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.912051309: (+1407)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.912056809: (+5500)  sched_switch:         stress:3142 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14549.912114587: (+57778) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14549.912141716: (+27129) sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14549.922507179: (+10365463) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.922514179: (+7000)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14549.922562031: (+47852) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3142 [120]
          stress-3142  [001] 14549.927314031: (+4752000) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.927323679: (+9648)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14549.927360439: (+36760) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14549.927366716: (+6277)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.927370605: (+3889)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14549.927395420: (+24815) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14549.927413698: (+18278) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14549.927446753: (+33055) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3142 [120]
          stress-3142  [001] 14549.934918105: (+7471352) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.934930846: (+12741) sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14549.935009679: (+78833) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14549.935495198: (+485519) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14549.935540198: (+45000) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14549.935579402: (+39204) sched_switch:         stress:3144 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14549.935589957: (+10555) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14549.935616550: (+26593) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14549.935646253: (+29703) sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14549.940405420: (+4759167) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.940406920: (+1500)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.940409420: (+2500)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.940415494: (+6074)  sched_switch:         stress:3142 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14549.940490142: (+74648) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14549.940501383: (+11241) sched_switch:         stress:3146 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14549.940512531: (+11148) sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14549.940540439: (+27908) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.940544031: (+3592)  sched_switch:         stress:3142 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14549.940548661: (+4630)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14549.940562383: (+13722) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14549.940565827: (+3444)  sched_switch:         stress:3146 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14549.946966494: (+6400667) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14549.946973253: (+6759)  sched_switch:         stress:3142 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14549.946984587: (+11334) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14549.947033642: (+49055) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14549.947039772: (+6130)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14549.947083476: (+43704) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14549.947092438: (+8962)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14549.954502716: (+7410278) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14549.954559105: (+56389) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14549.954583235: (+24130) sched_switch:         stress:3146 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14549.954588698: (+5463)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14549.954591198: (+2500)  sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14549.954597142: (+5944)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14549.962485235: (+7888093) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14549.970484679: (+7999444) sched_switch:         stress:3146 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14549.978486642: (+8001963) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14549.978504716: (+18074) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14549.978538253: (+33537) sched_switch:         stress:3146 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14549.990502846: (+11964593) sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14549.990524031: (+21185) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14549.990527661: (+3630)  sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14549.990536235: (+8574)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14549.998483901: (+7947666) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14549.998512031: (+28130) sched_switch:         stress:3146 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14549.998527068: (+15037) sched_switch:         stress:3144 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14549.998532327: (+5259)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14549.998534605: (+2278)  sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14549.998554420: (+19815) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.006482086: (+7927666) sched_switch:         stress:3146 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.010490457: (+4008371) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.010495883: (+5426)  sched_switch:         stress:3144 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.010508586: (+12703) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14550.014633142: (+4124556) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14550.014663790: (+30648) sched_switch:         stress:3146 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14550.014678586: (+14796) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.022482568: (+7803982) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.022489605: (+7037)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.022492216: (+2611)  sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.024979068: (+2486852) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.025000309: (+21241) sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.029808401: (+4808092) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.029812160: (+3759)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.029817975: (+5815)  sched_switch:         stress:3142 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.029893420: (+75445) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.029899234: (+5814)  sched_switch:         stress:3141 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.030524975: (+625741) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.030891549: (+366574) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.030901957: (+10408) sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.031026883: (+124926) sched_switch:         kworker/1:1H:91 [100] W ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14550.031050883: (+24000) sched_switch:         rcu_preempt:13 [120] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.031070086: (+19203) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.031130920: (+60834) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.031136031: (+5111)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.031344216: (+208185) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.031349697: (+5481)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.031379734: (+30037) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.031390068: (+10334) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.031411012: (+20944) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.031416012: (+5000)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.031519420: (+103408) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.031524197: (+4777)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14550.031531216: (+7019)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.031541549: (+10333) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.031557420: (+15871) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.031572253: (+14833) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.031576290: (+4037)  sched_switch:         stress:3141 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.031705790: (+129500) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14550.031715660: (+9870)  sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.034575623: (+2859963) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.034581327: (+5704)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.034882290: (+300963) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14550.034931327: (+49037) sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.038511623: (+3580296) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.038520049: (+8426)  sched_switch:         stress:3142 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14550.038539901: (+19852) sched_switch:         rcu_preempt:13 [120] W ==> stress:3142 [120]
          stress-3142  [001] 14550.042512031: (+3972130) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.042515753: (+3722)  sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.042524568: (+8815)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.043683401: (+1158833) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.043689642: (+6241)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.043717753: (+28111) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14550.043721864: (+4111)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.043724864: (+3000)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.043747290: (+22426) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.043789679: (+42389) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14550.043809642: (+19963) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001] 14550.043830216: (+20574) sched_switch:         ksoftirqd/1:18 [120] S ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.043894883: (+64667) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.044257531: (+362648) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.044278105: (+20574) sched_switch:         stress:3146 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.046403808: (+2125703) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.046412253: (+8445)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.046436808: (+24555) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14550.046440401: (+3593)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.046443290: (+2889)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14550.046461901: (+18611) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14550.046473734: (+11833) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14550.046500290: (+26556) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001] 14550.046513494: (+13204) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001] 14550.046524753: (+11259) sched_switch:         ksoftirqd/1:18 [120] S ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14550.046537901: (+13148) sched_switch:         rcu_preempt:13 [120] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.046586457: (+48556) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.046648920: (+62463) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.046662549: (+13629) sched_switch:         stress:3146 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.054562512: (+7899963) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.054585531: (+23019) sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.054672068: (+86537) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14550.054952457: (+280389) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14550.054972790: (+20333) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.054998753: (+25963) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.055004790: (+6037)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.055033771: (+28981) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14550.055052883: (+19112) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14550.055060901: (+8018)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.055064605: (+3704)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.055070679: (+6074)  sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.055073586: (+2907)  sched_switch:         stress:3146 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.055087883: (+14297) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14550.055100975: (+13092) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.055104790: (+3815)  sched_switch:         stress:3144 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.055115271: (+10481) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14550.055147308: (+32037) sched_switch:         stress:3144 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.055153253: (+5945)  sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.055156697: (+3444)  sched_switch:         stress:3141 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.055167068: (+10371) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14550.055191383: (+24315) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14550.055214142: (+22759) sched_switch:         stress:3146 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.060289901: (+5075759) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.060291568: (+1667)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.060294457: (+2889)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.060298531: (+4074)  sched_switch:         stress:3142 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.060386253: (+87722) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.060397420: (+11167) sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14550.060408364: (+10944) sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.060440105: (+31741) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.060443234: (+3129)  sched_switch:         stress:3142 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.060449012: (+5778)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.060463938: (+14926) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.060467290: (+3352)  sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.069032457: (+8565167) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.069036586: (+4129)  sched_switch:         stress:3142 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.069047290: (+10704) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.069088327: (+41037) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.069093494: (+5167)  sched_switch:         stress:3141 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14550.069129697: (+36203) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14550.069136808: (+7111)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.074483660: (+5346852) sched_switch:         stress:3144 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.078489919: (+4006259) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.078495123: (+5204)  sched_switch:         stress:3146 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14550.078510901: (+15778) sched_switch:         kworker/1:2:2867 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14550.086482827: (+7971926) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.094493512: (+8010685) sched_switch:         stress:3146 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.102488475: (+7994963) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.102508993: (+20518) sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.110498030: (+7989037) sched_switch:         stress:3142 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.110521012: (+22982) sched_switch:         stress:3146 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14550.110541919: (+20907) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.110544975: (+3056)  sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.110575956: (+30981) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.114863493: (+4287537) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14550.114867753: (+4260)  sched_switch:         stress:3146 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14550.114883271: (+15518) sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.114887456: (+4185)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.114890753: (+3297)  sched_switch:         stress:3142 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.114896327: (+5574)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14550.115250697: (+354370) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14550.115254493: (+3796)  sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14550.115403234: (+148741) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14550.115406938: (+3704)  sched_switch:         stress:3142 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.115413123: (+6185)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14550.122482956: (+7069833) sched_switch:         stress:3141 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.122489382: (+6426)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14550.126489160: (+3999778) sched_switch:         stress:3144 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14550.134494290: (+8005130) sched_switch:         stress:3146 [120] R ==> stress:3142 [120]
          stress-3142  [001] 14550.142507160: (+8012870) sched_switch:         stress:3142 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14550.150485993: (+7978833) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14550.152338734: (+1852741) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
