CPU 3 is empty
cpus=4
   task_server.a-2393  [002]  9093.707135419:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.252884028: (+9778)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.252894231: (+10203) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.252900935: (+6704)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.252920102: (+19167) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.262377435: (+9457333) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.262380565: (+3130)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.262390102: (+9537)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.277953268: (+15563166) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.277958509: (+5241)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.277967861: (+9352)  sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.301955546: (+23987685) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.301958768: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.301973602: (+14834) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.302321472: (+347870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.302324546: (+3074)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.302333565: (+9019)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.303022491: (+688926) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.303025694: (+3203)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.303036954: (+11260) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.303048935: (+11981) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.303057768: (+8833)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.309958324: (+6900556) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.309961916: (+3592)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.309972898: (+10982) sched_switch:         kworker/2:2:2220 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.309980250: (+7352)  sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.309982639: (+2389)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.309993009: (+10370) sched_switch:         kworker/2:2:2220 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.309998972: (+5963)  sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.310001213: (+2241)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.310010898: (+9685)  sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.312386083: (+2375185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.312389398: (+3315)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.312399342: (+9944)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.352105861: (+39706519) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.352109046: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.352123731: (+14685) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.352329842: (+206111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.352332972: (+3130)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.352341694: (+8722)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.353172583: (+830889) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.353175694: (+3111)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.353189176: (+13482) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.353199213: (+10037) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.353209213: (+10000) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.353216176: (+6963)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.353235509: (+19333) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.362394342: (+9158833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.362397638: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.362407398: (+9760)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.402292824: (+39885426) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.402294990: (+2166)  sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.402298324: (+3334)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.402307749: (+9425)  sched_switch:         ngrok:515 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.402318324: (+10575) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.402330583: (+12259) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.402339546: (+8963)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.412359861: (+10020315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.412363323: (+3462)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.412372842: (+9519)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.451387175: (+39014333) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.451390583: (+3408)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.451405360: (+14777) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.452346712: (+941352) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.452349916: (+3204)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.452358860: (+8944)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.452453786: (+94926) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.452456805: (+3019)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.452470342: (+13537) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.452480194: (+9852)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.452490249: (+10055) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.452497138: (+6889)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.452516675: (+19537) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.462411416: (+9894741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.462414694: (+3278)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.462424138: (+9444)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.481987675: (+19563537) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.481992916: (+5241)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.482002712: (+9796)  sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.501573231: (+19570519) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.501576731: (+3500)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.501591175: (+14444) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.502354823: (+763648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.502357953: (+3130)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.502367082: (+9129)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.502639712: (+272630) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.502642656: (+2944)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.502653786: (+11130) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.502665712: (+11926) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.502674712: (+9000)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.512419323: (+9744611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.512422712: (+3389)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.512432434: (+9722)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.551722323: (+39289889) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.551725545: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.551739786: (+14241) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.552363008: (+623222) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.552367008: (+4000)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.552376064: (+9056)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.552788397: (+412333) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.552791434: (+3037)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.552805267: (+13833) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.552815064: (+9797)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.552824953: (+9889)  sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.552831712: (+6759)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.552851008: (+19296) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.562428656: (+9577648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.562431860: (+3204)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.562441638: (+9778)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.566001638: (+3560000) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.566005915: (+4277)  sched_switch:         task_server.a:2393 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9099.566015082: (+9167)  sched_switch:         kcompactd0:43 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.601907304: (+35892222) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.601910601: (+3297)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.601924934: (+14333) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.602370860: (+445926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.602374249: (+3389)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.602383175: (+8926)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.602974008: (+590833) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.602977175: (+3167)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.602988026: (+10851) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.602999915: (+11889) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.603008823: (+8908)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.612435434: (+9426611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.612438582: (+3148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.612448008: (+9426)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.652056508: (+39608500) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.652059952: (+3444)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.652074711: (+14759) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.652379082: (+304371) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.652382211: (+3129)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.652390971: (+8760)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.653123619: (+732648) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.653126711: (+3092)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.653140137: (+13426) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.653150026: (+9889)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.653160008: (+9982)  sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.653166804: (+6796)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.653186008: (+19204) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.662443711: (+9257703) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.662447008: (+3297)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.662456508: (+9500)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.678238730: (+15782222) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.678241841: (+3111)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.678255952: (+14111) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.678686822: (+430870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.678689897: (+3075)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.678698822: (+8925)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.679305026: (+606204) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.679308156: (+3130)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.679322841: (+14685) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.679344526: (+21685) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.679353748: (+9222)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.686021489: (+6667741) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.686026693: (+5204)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.686037267: (+10574) sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.688751285: (+2714018) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.688754582: (+3297)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.688764359: (+9777)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.701396619: (+12632260) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.701399952: (+3333)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.701414396: (+14444) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.702387508: (+973112) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.702390693: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.702399767: (+9074)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.702463063: (+63296) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.702466082: (+3019)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.702480489: (+14407) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.702490582: (+10093) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.702500822: (+10240) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.702507600: (+6778)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.702526878: (+19278) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.712451989: (+9925111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.712455304: (+3315)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.712464730: (+9426)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.751583859: (+39119129) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.751587137: (+3278)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.751601489: (+14352) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.752395544: (+794055) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.752398544: (+3000)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.752407563: (+9019)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.752650230: (+242667) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.752653378: (+3148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.752665174: (+11796) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.752720785: (+55611) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.752730600: (+9815)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.762460155: (+9729555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.762463433: (+3278)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.762473359: (+9926)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.801776192: (+39302833) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.801779433: (+3241)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.801794563: (+15130) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.802403785: (+609222) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.802406878: (+3093)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.802415915: (+9037)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.802842841: (+426926) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.802846007: (+3166)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.802859729: (+13722) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.802870285: (+10556) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.802880433: (+10148) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.802887248: (+6815)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.802907155: (+19907) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.812468470: (+9561315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.812471970: (+3500)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.812481766: (+9796)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.851963896: (+39482130) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.851967081: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.851981451: (+14370) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.852412211: (+430760) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.852415248: (+3037)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.852424211: (+8963)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.853030155: (+605944) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.853033248: (+3093)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.853044229: (+10981) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.853055859: (+11630) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.853064748: (+8889)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.862476544: (+9411796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.862479674: (+3130)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.862489248: (+9574)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.890054525: (+27565277) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.890059692: (+5167)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.890069859: (+10167) sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.902112470: (+12042611) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.902115692: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.902130396: (+14704) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.902420007: (+289611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.902423007: (+3000)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
